artists,name,duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,decade,decade_label,cluster
"Hatikva 6, Infected Mushroom",קופנגן,203314,2017,0.63,0.628,0.773,1.22e-05,0.224,-7.926,0.0643,76.039,0.847,38.0,2010,2010s,0
SZA,Go Gina,161613,2017,0.799,0.603,0.606,0.0,0.391,-6.634,0.114,80.176,0.462,67.0,2010,2010s,2
Anton Welin,Trees,191300,2017,0.801,0.671,0.382,0.000961,0.177,-7.803,0.0285,134.94,0.365,0.0,2010,2010s,2
"Marvelous Mosell, Tue Track",Antikommerciel Masseappel,223138,2017,0.192,0.887,0.894,0.0,0.275,-4.365,0.19,114.034,0.792,41.0,2010,2010s,0
Emtee,Plug,247680,2017,0.141,0.833,0.473,0.0,0.0555,-7.156,0.213,125.004,0.372,32.0,2010,2010s,0
"A.R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati, Jubin Nautiyal",The Humma Song,179658,2017,0.0115,0.721,0.65,0.000137,0.34,-6.95,0.136,130.491,0.391,62.0,2010,2010s,0
D-Block & S-te-Fan,Music Made Addict - Edit,280895,2017,0.00228,0.602,0.875,0.906,0.395,-5.856,0.0387,148.033,0.218,8.0,2010,2010s,0
D-Sturb,High Power,240000,2017,0.0259,0.569,0.962,3.57e-05,0.354,-3.341,0.16,154.983,0.278,6.0,2010,2010s,0
Bruno & Marrone,Beijo De Varanda - Ao Vivo,161678,2017,0.33,0.801,0.812,0.0,0.208,-5.097,0.132,140.062,0.76,65.0,2010,2010s,0
WALK THE MOON,Shut Up and Dance,197720,2017,0.00607,0.579,0.88,1.16e-06,0.268,-3.154,0.0633,128.047,0.632,25.0,2010,2010s,0
"Comando Tiburon, Mach and Daddy",Pasado pisado,197773,2017,0.118,0.571,0.823,6.55e-05,0.0416,-5.874,0.193,128.975,0.913,62.0,2010,2010s,0
"104, Truwer",Сафари,160156,2017,0.207,0.775,0.572,8.86e-05,0.286,-6.657,0.163,95.994,0.418,46.0,2010,2010s,0
Langa Mavuso,Sunday Blues,225383,2017,0.873,0.415,0.284,0.0,0.143,-10.502,0.0337,72.635,0.322,41.0,2010,2010s,2
SCH,Comme si,236880,2017,0.489,0.701,0.752,0.0,0.0525,-6.15,0.331,94.992,0.347,55.0,2010,2010s,0
Katelyn Tarver,You Don't Know,260852,2017,0.734,0.56,0.315,1.26e-06,0.105,-8.532,0.05,78.06,0.138,65.0,2010,2010s,2
"Ed Sheeran, Andrea Bocelli",Perfect Symphony (Ed Sheeran & Andrea Bocelli),265363,2017,0.586,0.544,0.417,0.0,0.085,-4.387,0.0247,95.156,0.207,69.0,2010,2010s,2
GAIA,Saint Vitus (Mix Cut),70480,2017,8.2e-05,0.589,0.994,0.873,0.107,-7.508,0.0554,135.992,0.34,13.0,2010,2010s,0
Phora,To the Moon,252320,2017,0.624,0.54,0.572,0.0,0.14,-8.665,0.115,82.562,0.43,67.0,2010,2010s,2
Parcels,Overnight,219604,2017,0.364,0.815,0.819,0.0555,0.115,-9.494,0.0521,119.986,0.864,65.0,2010,2010s,0
Armin van Buuren,"A State Of Trance (ASOT 840) - Tune Of The Year 2017 voting, Pt. 2: vote.astateoftrance.com",34625,2017,0.338,0.722,0.489,0.0,0.56,-11.317,0.597,109.484,0.906,1.0,2010,2010s,1
Difusión Prohibida,Sola en el mar,252249,2017,0.0474,0.852,0.544,0.199,0.0777,-6.592,0.0316,106.01,0.926,23.0,2010,2010s,0
Projota,Muleque De Vila,274482,2017,0.0191,0.821,0.79,0.0,0.0852,-4.546,0.188,133.989,0.546,55.0,2010,2010s,0
The Skinflicks,Skinhead,158720,2017,0.0623,0.516,0.917,0.0,0.057,-5.421,0.0404,112.153,0.607,27.0,2010,2010s,0
Christy Moore,Beeswing,279813,2017,0.885,0.542,0.213,0.292,0.709,-15.059,0.0442,135.927,0.371,49.0,2010,2010s,2
PLK,Ténébreux,204745,2017,0.425,0.793,0.665,0.00155,0.118,-9.205,0.0948,118.945,0.59,49.0,2010,2010s,0
LBSB,Fiktiv,212107,2017,0.103,0.774,0.918,0.0,0.226,-3.047,0.114,110.065,0.753,42.0,2010,2010s,0
Jesse Mader,Keep Dreamin (2008),245501,2017,0.00727,0.65,0.766,0.0,0.508,-7.051,0.254,103.951,0.392,0.0,2010,2010s,1
"Antonio José, Cali Y El Dandee",Tú Me Obligaste,203737,2017,0.124,0.731,0.822,0.0,0.234,-4.681,0.0704,94.963,0.618,58.0,2010,2010s,0
Oscar and the Wolf,Runaway,257747,2017,0.0125,0.618,0.711,0.0051,0.112,-9.704,0.0351,109.995,0.323,46.0,2010,2010s,0
Kunz,Aber äbe,151280,2017,0.337,0.756,0.531,0.0,0.113,-7.637,0.0263,97.051,0.789,40.0,2010,2010s,0
"Fuerza de Tijuana, Omar Ruiz",El Americano,228093,2017,0.125,0.718,0.868,0.0,0.346,-2.153,0.0748,113.26,0.929,58.0,2010,2010s,0
Nimo,Heute mit mir,221680,2017,0.324,0.831,0.843,2.37e-05,0.0777,-4.7,0.0441,117.053,0.823,63.0,2010,2010s,0
Frah Quintale,Hai visto mai,208000,2017,0.4,0.665,0.615,1.38e-06,0.199,-6.301,0.131,79.971,0.682,52.0,2010,2010s,0
"Bronco, León Larregui",Que No Quede Huella ( Primera Fila ) (feat. León Larregui) - En Vivo,182867,2017,0.663,0.665,0.909,0.0,0.97,-5.499,0.0932,160.061,0.904,54.0,2010,2010s,1
Danny Ocean,Me Rehúso,205715,2017,0.0231,0.744,0.804,0.0,0.0494,-6.327,0.0677,104.823,0.426,77.0,2010,2010s,0
Son de Ríos,Te Olvidare,368744,2017,0.269,0.654,0.79,0.00016,0.0654,-6.254,0.0352,154.472,0.834,40.0,2010,2010s,0
SZA,Broken Clocks,231253,2017,0.131,0.692,0.684,0.0,0.156,-7.364,0.155,112.912,0.406,78.0,2010,2010s,0
Dagny,Love You Like That,177935,2017,0.00648,0.621,0.71,4.95e-06,0.133,-5.972,0.0442,94.031,0.291,47.0,2010,2010s,0
Johnny Yono,Cimmerian Sky,227281,2017,0.00676,0.549,0.912,0.0194,0.978,-5.043,0.0711,131.958,0.11,1.0,2010,2010s,1
Harel Skaat,עכשיו,229773,2017,0.245,0.548,0.828,0.0,0.196,-5.586,0.038,132.001,0.633,32.0,2010,2010s,0
Two Hundred Road,Get older 2017 - Instrumental,228000,2017,0.000771,0.973,0.584,0.92,0.101,-9.002,0.0488,125.936,0.656,0.0,2010,2010s,0
"Paluch, Szpaku",Kontrola Jakości,247777,2017,0.276,0.805,0.803,0.0,0.121,-6.755,0.144,157.024,0.839,51.0,2010,2010s,0
"Labh Janjua, Sonu Kakkar, Neha Kakkar","London Thumakda (From ""Queen"")",230468,2017,0.363,0.835,0.718,0.000919,0.0625,-6.614,0.0816,139.968,0.64,51.0,2010,2010s,0
Pizzera & Jaus,mama,151973,2017,0.597,0.705,0.616,0.0,0.306,-6.613,0.0462,114.98,0.291,47.0,2010,2010s,0
"Tay-K, 21 Savage, Young Nudy",The Race - Remix,211875,2017,0.00619,0.75,0.548,0.0,0.156,-6.288,0.358,160.084,0.377,68.0,2010,2010s,0
Gunna,Drip or Drown,126168,2017,0.774,0.952,0.478,0.0,0.112,-8.52,0.361,118.008,0.568,71.0,2010,2010s,0
"Claver Gold, Rancore",Il meglio di me,195213,2017,0.244,0.585,0.677,0.0,0.113,-6.84,0.196,83.643,0.819,46.0,2010,2010s,0
M2H,Ya Pasó,229724,2017,0.516,0.681,0.556,0.0,0.105,-6.602,0.212,90.024,0.681,54.0,2010,2010s,0
Depresszió,Teérted,191000,2017,6.65e-06,0.549,0.976,0.00152,0.302,-2.938,0.0535,138.033,0.36,31.0,2010,2010s,0
Serena,Safari,187408,2017,0.445,0.799,0.689,0.0122,0.18,-6.793,0.053,103.019,0.477,65.0,2010,2010s,0
offonoff,Dance,219034,2017,0.717,0.805,0.393,6.56e-06,0.105,-6.976,0.0339,89.03,0.407,56.0,2010,2010s,2
Workout Music ,This Is How We Do (Remix),273173,2017,0.0134,0.85,0.887,0.00275,0.0475,-5.49,0.13,129.986,0.703,0.0,2010,2010s,0
Nicky Lee,Will You Remember Me,287135,2017,0.744,0.66,0.405,0.0,0.0975,-7.763,0.0306,126.018,0.249,50.0,2010,2010s,2
"Itay Levi, Omri 69 Segal, Hevi Levi",Halo Mami,213659,2017,0.264,0.655,0.757,0.0,0.224,-2.979,0.113,163.963,0.848,31.0,2010,2010s,0
Hayes & Y,"Always So Simple, Always So Cold",220562,2017,0.0088,0.661,0.62,7.87e-05,0.0803,-5.379,0.0291,109.026,0.479,28.0,2010,2010s,0
Nane,B.M.V.,213963,2017,0.49,0.766,0.687,0.0,0.554,-5.96,0.324,138.063,0.674,46.0,2010,2010s,1
Matheus & Kauan,Exclusividade - Ao Vivo,192411,2017,0.321,0.654,0.833,0.0,0.678,-5.557,0.219,94.93,0.501,54.0,2010,2010s,1
"Jesse Mader, D. Hood",A-Side / K-Ville Intro (2017) [feat. D. Hood],134069,2017,0.755,0.586,0.93,0.0,0.125,-5.434,0.242,145.113,0.823,0.0,2010,2010s,0
David Bowie,Five Years - Live; 2017 Remaster,236693,2017,0.0765,0.537,0.549,0.0,0.473,-9.476,0.055,145.344,0.428,23.0,2010,2010s,0
"Trippie Redd, Travis Scott",Dark Knight Dummo (Feat. Travis Scott),256163,2017,0.167,0.28,0.821,0.0,0.139,-2.864,0.111,181.444,0.254,70.0,2010,2010s,0
randi,Puteri Asupra Mea,219792,2017,0.0579,0.735,0.44,0.0,0.082,-4.601,0.0331,94.996,0.289,31.0,2010,2010s,0
"Shade, Federica Carta",Irraggiungibile (feat. Federica Carta),211992,2017,0.416,0.653,0.797,0.0,0.177,-4.489,0.0391,128.215,0.71,50.0,2010,2010s,0
"A.R. Rahman, A. R. Reihana, Tippu, Nikhita Gandhi",Saarattu Vandiyila,291987,2017,0.128,0.786,0.321,0.000278,0.107,-11.506,0.0423,142.568,0.466,47.0,2010,2010s,0
"JVG, Märkä-Simo",Tappiolla tappiin (feat. Märkä Simo),201120,2017,0.144,0.857,0.72,0.0,0.134,-6.114,0.103,125.974,0.855,36.0,2010,2010s,0
Musiko,Contigo,228999,2017,0.0533,0.699,0.834,0.0,0.252,-4.814,0.0569,97.999,0.392,46.0,2010,2010s,0
Labanoon,ใจ... กลางเมือง,293668,2017,0.71,0.642,0.47,2.07e-05,0.113,-9.104,0.0302,131.975,0.301,10.0,2010,2010s,2
"Dmitri Shostakovich, André Cluytens, Orchestre National Radiodiffusion Française","Shostakovich: Symphony No. 11 in G Minor, Op. 103, ""The Year 1905"": IV. The Tocsin (Allegro non troppo - Allegro - Moderato - Adagio - Allegro)",741005,2017,0.845,0.265,0.264,0.823,0.108,-18.735,0.045,92.59,0.104,0.0,2010,2010s,2
阿涵,不想,259137,2017,0.784,0.546,0.417,0.0,0.0985,-8.334,0.0247,74.067,0.218,50.0,2010,2010s,2
Trash,能給的只有這麼多,287067,2017,0.0215,0.542,0.854,0.0,0.277,-4.678,0.0481,105.016,0.388,35.0,2010,2010s,0
Ethnofobia,"RTL (2006 Version, Leftovers Edit)",270464,2017,0.000505,0.507,0.829,0.0168,0.0729,-10.548,0.0579,119.906,0.428,0.0,2010,2010s,0
BONES,CtrlAltDelete,178224,2017,0.577,0.69,0.803,6.49e-05,0.117,-9.084,0.0915,161.489,0.204,70.0,2010,2010s,0
Chill Bees,Light Rain,188598,2017,0.137,0.207,0.999,0.998,0.85,-15.08,0.049,89.189,0.00315,60.0,2010,2010s,1
"Dash Berlin, Bo Bruce",Coming Home (Mix Cut),67493,2017,0.000279,0.712,0.763,0.0,0.18,-6.469,0.0613,128.037,0.399,17.0,2010,2010s,0
Bëlga,Diszkó Diktátor,210414,2017,0.0889,0.883,0.811,0.00105,0.132,-8.394,0.0403,130.004,0.943,34.0,2010,2010s,0
A Pie,Wololoy,284867,2017,0.034,0.554,0.689,0.0,0.26,-7.158,0.0646,130.045,0.62,30.0,2010,2010s,0
Hey Violet,Guys My Age,213695,2017,0.106,0.69,0.663,0.0,0.0659,-5.248,0.0352,122.041,0.285,65.0,2010,2010s,0
Michał Lorenc,Taniec Eleny,210533,2017,0.471,0.436,0.347,0.792,0.0785,-12.726,0.0475,63.505,0.276,42.0,2010,2010s,2
Axel,Aire,209653,2017,0.5,0.499,0.627,6.39e-06,0.0987,-5.446,0.0303,131.049,0.217,49.0,2010,2010s,0
Daniel Lesden,Arrival - Original Mix,514783,2017,4.48e-05,0.579,0.959,0.751,0.15,-5.226,0.0418,138.0,0.0379,17.0,2010,2010s,0
"Miguel, J. Cole, Salaam Remi",Come Through and Chill (feat. J. Cole & Salaam Remi),322000,2017,0.158,0.461,0.653,0.0,0.197,-8.617,0.327,81.628,0.588,72.0,2010,2010s,0
The Bennies,Bankrobber,317116,2017,0.0448,0.538,0.894,0.00104,0.371,-5.467,0.173,92.983,0.569,3.0,2010,2010s,0
OBLADAET,CHAINS,161576,2017,0.152,0.737,0.947,1.77e-06,0.371,-4.042,0.225,130.038,0.404,41.0,2010,2010s,0
Grzegorz Hyzy,O Pani!,178893,2017,0.126,0.855,0.621,0.0,0.19,-7.146,0.0367,126.065,0.834,51.0,2010,2010s,0
"MiyaGi & Endspiel, N.E.R.A.K.",DLBM,153614,2017,0.243,0.44,0.717,3.61e-06,0.262,-1.95,0.0636,100.011,0.33,60.0,2010,2010s,0
頑童Mj116,I WANT IT ALL,224792,2017,0.238,0.655,0.876,0.0,0.325,-5.337,0.201,80.051,0.392,33.0,2010,2010s,0
"Ash King, Jigar Saraiya, Raftaar, Sidharth Malhotra","Bandook Meri Laila (feat. Raftaar, Sidharth Malhotra)",214510,2017,0.277,0.746,0.782,4.7e-06,0.108,-6.192,0.0397,98.976,0.665,49.0,2010,2010s,0
Akim,Tiempo Perdido,256533,2017,0.18,0.56,0.673,0.0,0.393,-4.662,0.11,86.314,0.466,26.0,2010,2010s,0
Big Ass,ไม่เดียงสา,261932,2017,0.164,0.548,0.749,0.0,0.273,-4.62,0.0256,131.976,0.63,43.0,2010,2010s,0
"Chris Brown, Usher, Gucci Mane",Party,221178,2017,0.0556,0.762,0.576,0.0,0.0866,-4.951,0.0829,142.096,0.316,31.0,2010,2010s,0
Papa Roach,Born For Greatness,227847,2017,0.0571,0.525,0.85,0.0,0.0555,-5.469,0.0678,134.115,0.275,67.0,2010,2010s,0
Oğuzhan Koç,Küsme Aşka,280612,2017,0.271,0.625,0.705,0.0,0.128,-9.313,0.0461,95.949,0.491,45.0,2010,2010s,0
SHISHAMO,明日も,369320,2017,0.0142,0.415,0.857,0.0,0.0772,-1.696,0.048,178.919,0.663,56.0,2010,2010s,0
Irfan Haris,Pesan,257910,2017,0.407,0.428,0.535,0.0,0.089,-5.31,0.0295,133.754,0.226,38.0,2010,2010s,0
The Gym Allstars,Havana (Workout Mix),270000,2017,0.000484,0.704,0.869,0.808,0.082,-4.913,0.0551,127.996,0.675,0.0,2010,2010s,0
"Kevin Roldan, Nicky Jam",Una Noche Más,216000,2017,0.516,0.778,0.736,0.0,0.431,-6.007,0.145,169.979,0.639,59.0,2010,2010s,0
Nella Kharisma,Kau Tercipta Bukan Untukku,261893,2017,0.132,0.789,0.946,0.0111,0.276,-6.939,0.0347,128.027,0.963,54.0,2010,2010s,0
Isadora Pompeo,"Oi, Jesus",233767,2017,0.75,0.631,0.308,0.0,0.0945,-8.072,0.0297,129.75,0.242,57.0,2010,2010s,2
"Cosmic Gate, Emma Hewitt",Tonight,191467,2017,0.141,0.624,0.657,7.56e-06,0.271,-6.229,0.0497,129.973,0.152,15.0,2010,2010s,0
Lola Marsh,Wishing Girl,192613,2017,0.107,0.671,0.716,3.62e-05,0.284,-6.578,0.0307,115.995,0.623,46.0,2010,2010s,0
Madeline Juno,Von jetzt an,225373,2017,0.113,0.645,0.561,0.0,0.0877,-7.962,0.0749,67.104,0.341,52.0,2010,2010s,0
"Pradeep Kumar, Nega Venugopal",Pogatha Yennavittu,281429,2017,0.674,0.381,0.577,0.0,0.0903,-7.02,0.0933,167.719,0.423,45.0,2010,2010s,2
"Hawk, Smuggler, Above The Hood",Ouiski Me Pago,170667,2017,0.0516,0.671,0.54,0.000878,0.0958,-5.695,0.204,179.992,0.381,27.0,2010,2010s,0
Calculasian,夜空中最亮的星 (The Brightest Star in the Night Sky),247600,2017,0.841,0.29,0.26,0.0,0.108,-10.834,0.031,108.177,0.196,44.0,2010,2010s,2
Paluch,Dym,229091,2017,0.524,0.882,0.588,0.00033,0.117,-9.368,0.2,96.032,0.651,42.0,2010,2010s,0
"Esteban Lopez, Pedro Pons, Aura",Dark Sweet Piano 2016,427885,2017,0.0191,0.688,0.988,0.864,0.0444,-3.511,0.0698,127.996,0.184,0.0,2010,2010s,0
Materia,Rolling Down,435005,2017,0.000274,0.661,0.951,0.728,0.404,-9.299,0.0462,128.037,0.544,0.0,2010,2010s,0
"Erik Eriksson, White Noise Baby Sleep, White Noise for Babies",Air Conditioner - Loopable with no fade,108527,2017,0.921,0.0,5.5e-05,1.0,0.114,-21.995,0.0,120.012,0.0,61.0,2010,2010s,2
"Migos, Travis Scott",Kelly Price (feat. Travis Scott),363934,2017,0.53,0.745,0.685,0.0,0.176,-5.7,0.0313,121.977,0.437,65.0,2010,2010s,0
"ODZ, Canto",Helt Crack,208919,2017,0.0507,0.619,0.845,0.0,0.457,-5.101,0.33,99.441,0.387,50.0,2010,2010s,1
Ben Gold,Kingdoms (Mix Cut),43627,2017,1.02e-05,0.446,0.984,0.953,0.466,-7.245,0.0444,131.965,0.573,13.0,2010,2010s,0
reGretGirl,デイドリーム,268587,2017,0.291,0.467,0.903,0.0,0.0831,-1.841,0.0478,160.123,0.483,51.0,2010,2010s,0
"Bedoes, Kubi Producent",Anioły,150827,2017,0.373,0.649,0.606,9.11e-05,0.244,-11.325,0.0531,123.285,0.227,43.0,2010,2010s,0
Junior A,Paper Planes,208093,2017,0.647,0.521,0.433,0.000115,0.196,-9.832,0.0384,110.126,0.303,26.0,2010,2010s,2
Rocío Quiroz,Amor de la Salada,196859,2017,0.819,0.718,0.779,1.19e-06,0.0697,-1.657,0.0334,87.991,0.872,50.0,2010,2010s,0
Coqui Selection,"Yes, I Am",404640,2017,9.6e-05,0.755,0.842,0.823,0.0601,-5.124,0.0526,125.002,0.439,0.0,2010,2010s,0
"Cassiane, Anderson Freire",Identidade,275853,2017,0.304,0.424,0.797,0.0,0.173,-4.256,0.0487,84.251,0.264,52.0,2010,2010s,0
"Ypo, Light",Peru,230244,2017,0.122,0.776,0.838,6.66e-05,0.0715,-5.393,0.0359,123.03,0.658,35.0,2010,2010s,0
Мимо Вселенной,Подоконник,155132,2017,0.0302,0.588,0.802,0.00322,0.295,-5.339,0.0517,76.008,0.502,46.0,2010,2010s,0
BOL4,Some,181373,2017,0.417,0.659,0.799,0.0,0.0562,-2.849,0.0629,103.991,0.782,73.0,2010,2010s,0
"Ferry Corsten, Niels Geusebroek",Waiting (Mix Cut),44307,2017,5.07e-05,0.433,0.966,0.187,0.456,-6.787,0.035,129.973,0.647,16.0,2010,2010s,0
"Markul, Oxxxymiron",Fata Morgana,183094,2017,0.274,0.72,0.635,0.0,0.135,-6.349,0.0714,96.993,0.132,59.0,2010,2010s,0
"A Si, Amber Kuo",世界上的另一個我,238000,2017,0.372,0.707,0.688,1.27e-06,0.108,-7.875,0.0495,133.016,0.846,40.0,2010,2010s,0
"Appel, Bok Van Blerk",Lemoene,206013,2017,0.396,0.784,0.625,0.0,0.0945,-7.492,0.054,140.047,0.827,43.0,2010,2010s,0
Zen Sounds,White Noise: Refreshing & Clean,150000,2017,0.938,0.19,0.575,0.488,0.11,-31.564,0.0889,137.458,0.034,62.0,2010,2010s,2
Sample Rain Library,Cozy Rain,158655,2017,0.135,0.196,0.501,0.995,0.727,-22.68,0.0956,83.557,0.0169,67.0,2010,2010s,2
EggPlantEgg,親愛的無情孫小美,332733,2017,0.375,0.549,0.538,0.00316,0.12,-7.817,0.0342,133.816,0.215,48.0,2010,2010s,0
Sneakbo,The Wave,159922,2017,0.00351,0.702,0.922,2.23e-06,0.262,-4.911,0.0455,127.996,0.84,57.0,2010,2010s,0
Kaydy Cain,HDP,213667,2017,0.46,0.807,0.647,0.0,0.0937,-6.341,0.0638,89.998,0.933,53.0,2010,2010s,0
Aimyon,いつまでも,183387,2017,0.633,0.581,0.309,2.77e-05,0.105,-9.045,0.0273,107.751,0.55,45.0,2010,2010s,2
Нервы,Суицид моей веры,154952,2017,0.00184,0.57,0.772,0.0,0.116,-3.946,0.0351,97.103,0.319,45.0,2010,2010s,0
"J Balvin, Jowell & Randy, Nicky Jam, Wisin, Yandel, Ozuna",Bonita - Remix,322907,2017,0.0107,0.796,0.91,4.43e-05,0.132,-0.39,0.0412,95.998,0.554,63.0,2010,2010s,0
MC Neguinho do Kaxeta,Preta,245333,2017,0.507,0.859,0.718,0.0,0.115,-3.928,0.376,89.688,0.743,52.0,2010,2010s,0
"Basim, Gilli",Comme Ci Comme Ça,191674,2017,0.0661,0.754,0.689,0.0,0.138,-5.659,0.0636,104.047,0.422,44.0,2010,2010s,0
Linn Brikell,Without You - Acoustic,158882,2017,0.987,0.624,0.0974,9.46e-06,0.1,-13.821,0.0362,114.099,0.226,53.0,2010,2010s,2
G-DRAGON,"무제(無題) (Untitled, 2014)",222868,2017,0.785,0.583,0.461,1.7e-05,0.13,-5.153,0.0321,79.826,0.263,62.0,2010,2010s,2
Berry Goodman,おかん~yet~,262707,2017,0.607,0.73,0.513,0.0,0.125,-7.679,0.0729,76.996,0.882,42.0,2010,2010s,0
Ayax y Prok,Sakalakalashnikov,268011,2017,0.0565,0.545,0.863,0.0,0.203,-4.339,0.375,188.744,0.318,48.0,2010,2010s,0
"French Montana, Swae Lee",Unforgettable,233902,2017,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,0.733,82.0,2010,2010s,0
"Jakob, Clairo",You Might Be Sleeping,147093,2017,0.731,0.587,0.565,0.341,0.169,-9.249,0.0265,92.604,0.508,62.0,2010,2010s,2
deca joins,一去不回來,286214,2017,0.426,0.717,0.335,0.0111,0.0795,-8.5,0.0333,129.333,0.359,37.0,2010,2010s,2
Kingswood,Golden,202000,2017,0.529,0.735,0.494,0.00374,0.159,-8.657,0.0427,80.003,0.436,48.0,2010,2010s,0
El Makabelico,El Memmito la - Version Mamalona,313147,2017,0.126,0.838,0.624,0.0,0.107,-7.077,0.353,165.939,0.92,58.0,2010,2010s,0
"Ed Sheeran, Beyoncé",Perfect Duet (Ed Sheeran & Beyoncé),259550,2017,0.779,0.587,0.299,0.0,0.123,-7.365,0.0263,94.992,0.356,75.0,2010,2010s,2
Beissoul & Einius,A Song to Live,262561,2017,0.008,0.748,0.597,0.0851,0.181,-7.024,0.0339,110.002,0.493,36.0,2010,2010s,0
Yorgos Rous,Louloudi Tou Dromou,234583,2017,0.593,0.68,0.828,1.95e-06,0.0828,-4.668,0.0344,128.971,0.667,31.0,2010,2010s,0
Hivi!,Remaja,218427,2017,0.713,0.623,0.439,0.0,0.0905,-7.737,0.0294,122.862,0.695,63.0,2010,2010s,0
Munimuni,Sa'yo,352446,2017,0.816,0.373,0.176,0.000298,0.143,-11.251,0.0443,77.434,0.147,54.0,2010,2010s,2
"STEIN27, KOJO",3.15,176640,2017,0.183,0.818,0.385,0.225,0.108,-9.755,0.0658,124.911,0.073,34.0,2010,2010s,0
"Johann Strauss II, Gustavo Dudamel, Wiener Philharmoniker","Mephistos Höllenrufe, Walzer, Op. 101",481080,2017,0.888,0.362,0.2,0.85,0.678,-16.057,0.0439,99.488,0.252,18.0,2010,2010s,2
"Thundamentals, Mataya",Sally,226560,2017,0.229,0.712,0.855,0.0,0.193,-3.006,0.124,107.981,0.592,59.0,2010,2010s,0
Léo Magalhães,Oi,166332,2017,0.48,0.674,0.844,0.0,0.11,-4.809,0.0811,180.161,0.805,53.0,2010,2010s,0
Idan Amedi,בסוף,192573,2017,0.863,0.561,0.379,2.37e-06,0.14,-10.983,0.0423,138.313,0.669,33.0,2010,2010s,2
Indochine,Song for a Dream,333227,2017,0.0267,0.637,0.733,0.00293,0.0998,-6.338,0.0267,122.003,0.227,48.0,2010,2010s,0
"Floe, Dj T.H., Kate Miles, Denis Kenzo",Like A Miracle - Denis Kenzo Remix,179546,2017,0.000335,0.507,0.941,0.0338,0.358,-4.328,0.0421,132.001,0.592,8.0,2010,2010s,0
Aydın Kurtoğlu,Hayırlı Günler,196865,2017,0.00451,0.629,0.752,0.0,0.0688,-7.236,0.0434,102.055,0.658,43.0,2010,2010s,0
Luidji,Marie Jeanne,213368,2017,0.509,0.823,0.286,0.000853,0.104,-13.1,0.0718,125.966,0.268,50.0,2010,2010s,2
DELLAFUENTE,Veneno (Acústico),202687,2017,0.874,0.393,0.276,2.55e-06,0.119,-8.307,0.0798,78.474,0.245,53.0,2010,2010s,2
HENTAI SHINSHI CLUB,WAVY,228058,2017,0.0671,0.675,0.763,0.0,0.0541,-7.01,0.0689,96.94,0.783,49.0,2010,2010s,0
Pomme,Ceux qui rêvent,118387,2017,0.869,0.432,0.419,7.94e-05,0.103,-8.018,0.0346,133.713,0.658,64.0,2010,2010s,2
Toy,Coração Não Tem Idade (Vou Beijar),268293,2017,0.234,0.868,0.794,3.52e-06,0.254,-4.722,0.0616,108.028,0.781,43.0,2010,2010s,0
Killa Korpse Gangstaz,Still Slimin' 2002,149200,2017,0.101,0.706,0.853,0.000125,0.116,-3.377,0.0842,99.991,0.959,0.0,2010,2010s,0
"Aly & Fila, Philippe El Sisi, Omar Sherif, Karim Youssef",The Chronicles (FSOE 500 Anthem) [Mix Cut],49387,2017,9.48e-06,0.405,0.998,0.897,0.377,-6.587,0.0746,136.005,0.875,13.0,2010,2010s,0
"Fakts, GACHO",Rīgas Vilki,183000,2017,0.17,0.661,0.541,0.0,0.0992,-7.193,0.271,159.518,0.499,25.0,2010,2010s,0
"Los Baby's, Gloria Trevi",Cómo Sufro (feat. Gloria Trevi),180933,2017,0.408,0.612,0.782,0.0,0.328,-2.054,0.0292,103.78,0.752,63.0,2010,2010s,0
"Naps, 13ème Art",4 anneaux,182053,2017,0.311,0.585,0.691,1.13e-06,0.253,-8.194,0.19,201.917,0.917,50.0,2010,2010s,0
"J Hus, MoStack, MIST",Fisherman (feat. MoStack & MIST),177293,2017,0.0739,0.619,0.666,0.0,0.117,-5.047,0.211,132.864,0.419,57.0,2010,2010s,0
Gavin Murphy,Wesley Lynne,239857,2018,0.868,0.465,0.244,0.0,0.254,-9.908,0.0395,113.9,0.561,0.0,2010,2010s,2
Nat King Cole,Let There Be Love - 2003 Remastered,165280,2018,0.893,0.639,0.256,0.000739,0.103,-15.002,0.0354,119.985,0.295,10.0,2010,2010s,2
"Kadebostany, Ash",Save Me - Ash Remix Radio Edit,242609,2018,0.0824,0.785,0.693,0.0228,0.598,-7.525,0.0347,114.964,0.364,49.0,2010,2010s,0
Cold Stone,Expedition - Mix Cut,260870,2018,0.000156,0.454,0.995,0.452,0.315,-8.012,0.109,138.008,0.396,0.0,2010,2010s,0
Morat,Yo No Merezco Volver,220155,2018,0.0568,0.399,0.398,0.0,0.281,-7.309,0.0335,159.81,0.483,62.0,2010,2010s,0
"Badshah, Asees Kaur, Jubin Nautiyal, Tanishk Bagchi","Akh Lad Jaave (From ""Loveyatri"")",180176,2018,0.00452,0.867,0.705,0.0,0.0868,-3.893,0.0522,94.985,0.285,60.0,2010,2010s,0
"Friðrik Dór, BRÍET",Hata að hafa þig ekki hér (SAMSUNG SESSJÓN),252522,2018,0.34,0.6,0.411,0.0,0.113,-9.567,0.0322,115.053,0.227,43.0,2010,2010s,2
